id,kategoria,produkt,opinia,liczba gwiazdek,klasyfikacja opinii
537,Odzież,Botki,"Buty wyglądają całkiem,całkiem,ale nie powalają,za taką cenę,400 zł. Kupiłam w Oleksym botki za 240 zł. i są zdecydowanie ładniejsze. W środku słaba wyściółka,teraz jak było -8 zmarzły mi nogi,a w Oleksym nie. Nie odesłałam tylko dlatego,że pospiesznie zniszczyłam pudełko. Ogólnie za taką cenę,to nie polecam.",3,neutralna
538,Odzież,Botki,Średnio wygodne i farbują stopę. Można w pracy w nich posiedzieć ,3,neutralna
539,Odzież,Botki,"Buty piękne, takie jak na zdjęciu, bardzo dobrze wykonane, niestety zamówiłam nr swój i okazały się za małe, zwróciłam i zamówiłam nr większy ",4,pozytywna
540,Odzież,Botki,"Buty bardzo wygodne, ładnie prezentują się na nogach, ogólnie zawsze wybieram lasockiego - dobra jakość za rozsądna cenę",5,pozytywna
541,Odzież,Koszulka,"Koszulka bardzo niskiej jakości,po pierwszym praniu z XL skurczyła się do M ,co jest nie do przyjęcia,szczególnie biorąc pod uwagę,że długość po praniu jest zredukowana o połowę. Odradzam kupowanie ubrań tej marki. ",1,negatywna
542,Odzież,Koszulka,Źle wykończony i krzywo zszyty jeden z rękawów koszulki. ,2,negatywna
543,Odzież,Koszulka,"Ogólnie wygląda dobrze, gruby materiał. Tylko dla osób którym nie przeszkadza twarda nić wokół szyi. ",3,neutralna
544,Odzież,Koszulka,"Na zdjęciu koszulka wyglądała ciutkę lepiej, ale tak to jest w porządku.",3,neutralna
545,Odzież,Koszulka,Koszulka wykonana z dobrej jakości materiału za przyzwoicie niewielką cenę.,4,pozytywna
546,Odzież,Koszulka,Koszulki spełniają całkowicie moje oczekiwania pod każdym względem ,5,pozytywna
547,Odzież,Torebka,Beznadziejna jakość! ,1,negatywna
548,Odzież,Torebka,"Ramiączka są bardzo słabe, ciągle się odpinają, co jest bardzo irytujące.",1,negatywna
549,Odzież,Torebka,"Wygląda zupełnie inaczej niż na zdjęciach, rozczarowująca jakość wykonania.",1,negatywna
550,Odzież,Torebka,"Materiał, z którego zrobiona jest torebka, wygląda tanio i bardzo szybko się przeciera.",1,negatywna
551,Odzież,Torebka,"Torebka jest niepraktyczna, wygląda dobrze na zdjęciu, ale w rzeczywistości to totalny bubel.",1,negatywna
552,Odzież,Torebka,"Produkt nie spełnia oczekiwań, jakość wykończenia jest bardzo niska.",1,negatywna
553,Odzież,Torebka,"Po jednym dniu użytkowania zaczęły odpadać elementy dekoracyjne, nie polecam. ",1,negatywna
554,Odzież,Torebka,"Kupiłam tę torebkę, licząc na solidność, ale niestety bardzo się rozczarowałam. Ramiączka odpinają się przy najmniejszym obciążeniu, a materiał wygląda, jakby miał się zaraz rozpaść. Zdecydowanie nie polecam tego modelu.",1,negatywna
555,Odzież,Torebka,"Torebka wygląda na zdjęciach pięknie, ale rzeczywistość jest zupełnie inna. Ramiączka są bardzo słabe, a materiał szybko się przeciera. Jakość wykonania jest bardzo niska, co sprawia, że produkt nie nadaje się do użytku.",1,negatywna
556,Odzież,Torebka,"Produkt nie spełnił moich oczekiwań. Ramiączka ciągle się odpinają, a materiał jest bardzo słabej jakości. Po kilku dniach użytkowania torebka wygląda, jakby miała się rozpaść. ",1,negatywna
557,Odzież,Torebka,"Ładna, ale wadliwa. ",2,negatywna
558,Odzież,Torebka,"Torebka wygląda dobrze, ale ma kilka wad, które psują cały efekt.",2,negatywna
559,Odzież,Torebka,"Materiał jest słabej jakości, przez co torebka szybko traci swój wygląd.",2,negatywna
560,Odzież,Torebka,"Wygląda elegancko, ale ramiączka są bardzo nietrwałe i łatwo się odpinają.",2,negatywna
561,Odzież,Torebka,"Nie jestem zadowolona, torebka ma wadę fabryczną, przez którą muszę ją zwrócić.",2,negatywna
562,Odzież,Torebka,"Torebka jest ładna, ale ma zbyt wiele wad, by polecić ją innym.",2,negatywna
563,Odzież,Torebka,"Wygląda dobrze na zdjęciach, ale w rzeczywistości jest wykonana bardzo słabo. ",2,negatywna
564,Odzież,Torebka,"Torebka wygląda na zdjęciach pięknie, ale w rzeczywistości jakość pozostawia wiele do życzenia. Materiał jest słaby, a ramiączka łatwo się odpinają. Chciałam ją zachować, ale niestety musiałam odesłać z powodu wady fabrycznej.",2,negatywna
565,Odzież,Torebka,"Produkt wygląda dobrze, ale tylko na pierwszy rzut oka. Ramiączka są bardzo nietrwałe, a materiał szybko traci swój wygląd. Nie jest to torebka, którą można polecić do codziennego użytku.",2,negatywna
566,Odzież,Torebka,"Wygląd torebki jest w porządku, ale jakość wykonania jest bardzo słaba. Ramiączka są nietrwałe, a materiał łatwo się przeciera. To zdecydowanie nie jest produkt wart swojej ceny. ",2,negatywna
569,Odzież,Torebka,"Torebka wygląda dobrze, ale materiał mógłby być lepszej jakości.",3,neutralna
570,Odzież,Torebka,"Wygląda elegancko, ale nie jest zbyt praktyczna na co dzień.",3,neutralna
571,Odzież,Torebka,"Dobra na wyjścia, ale do codziennego użytku nie polecam.",3,neutralna
572,Odzież,Torebka,"Ramiączka są trochę niewygodne, ale torebka wygląda ładnie.",3,neutralna
573,Odzież,Torebka,"Jest OK, choć spodziewałam się czegoś bardziej solidnego.",3,neutralna
574,Odzież,Torebka,"Wygląda dobrze, ale wnętrze mogłoby być bardziej funkcjonalne.",3,neutralna
575,Odzież,Torebka,"Torebka jest w porządku, ale ramiączka są trochę za krótkie.",3,neutralna
576,Odzież,Torebka,"Nie jest idealna, ale spełnia swoje zadanie.",3,neutralna
577,Odzież,Torebka,"Materiał mógłby być bardziej wytrzymały, ale ogólnie jest OK.",3,neutralna
578,Odzież,Torebka,"Torebka wygląda elegancko, ale szybko się rysuje.",3,neutralna
579,Odzież,Torebka,"Dobra na specjalne okazje, ale nie na co dzień.",3,neutralna
580,Odzież,Torebka,"Nie jest to produkt najwyższej jakości, ale wygląda przyzwoicie. ",3,neutralna
581,Odzież,Torebka,"Torebka jest w porządku, choć ma kilka wad. Materiał jest trochę za cienki, co sprawia, że nie nadaje się do przenoszenia cięższych rzeczy. Wygląda elegancko, ale ramiączka są niezbyt wygodne.",3,neutralna
582,Odzież,Torebka,"Produkt jest w porządku, ale spodziewałam się czegoś bardziej solidnego. Torebka wygląda dobrze, ale materiał szybko traci swój wygląd. Na plus zaliczam ładne wykończenie.",3,neutralna
583,Odzież,Torebka,"To torebka, która wygląda elegancko, ale nie jest zbyt praktyczna. Materiał jest delikatny, a ramiączka są trochę za krótkie. Sprawdzi się na specjalne okazje, ale do codziennego użytku nie jest najlepsza. ",3,neutralna
584,Odzież,Torebka,"Torebka jest ładna, ale materiał, z którego została wykonana, nie jest najwyższej jakości. Na co dzień może się sprawdzić, ale nie nadaje się na bardziej wymagające okazje. Ramiączka są wygodne, ale szybko się przecierają.",3,neutralna
585,Odzież,Torebka,"Produkt spełnia swoje podstawowe funkcje, ale brak mu wytrzymałości. Torebka wygląda elegancko, ale po krótkim czasie użytkowania zaczęły odpadać elementy dekoracyjne. Nadaje się na sporadyczne wyjścia, ale nie do codziennego użytku.",3,neutralna
586,Odzież,Torebka,"Torebka jest w porządku, choć nie zachwyca. Wygląda ładnie, ale materiał wydaje się być dość delikatny i łatwo ulega zniszczeniom. Na plus można zaliczyć wygodny układ kieszonek i lekkość, co sprawia, że jest praktyczna.",3,neutralna
587,Odzież,Torebka,"Polecam, dobra jakość! ",4,pozytywna
588,Odzież,Torebka,"Torebka wygląda elegancko i jest dobrze wykonana, idealna na wyjścia.",4,pozytywna
589,Odzież,Torebka,"To praktyczna i stylowa torebka, idealna na co dzień i do pracy.",4,pozytywna
590,Odzież,Torebka,"Jestem zadowolona z zakupu, torebka spełnia moje oczekiwania.",4,pozytywna
591,Odzież,Torebka,"Wygląda świetnie i jest bardzo pojemna, a jednocześnie lekka.",4,pozytywna
592,Odzież,Torebka,Torebka jest solidnie wykonana i bardzo wygodna w użytkowaniu.,4,pozytywna
593,Odzież,Torebka,"Bardzo funkcjonalna, świetnie sprawdza się zarówno na co dzień, jak i na wyjścia. ",4,pozytywna
594,Odzież,Torebka,"To świetna torebka, która łączy styl i praktyczność. Jest bardzo pojemna, a jednocześnie wygląda elegancko. Materiał jest dobrej jakości, a detale są starannie wykończone. Idealna zarówno na co dzień, jak i na specjalne okazje.",4,pozytywna
595,Odzież,Torebka,"Torebka jest bardzo dobrze wykonana, z dbałością o szczegóły. Materiał wygląda na trwały, a kieszonki w środku są bardzo praktyczne. Jestem bardzo zadowolona z zakupu, bo świetnie spełnia swoje funkcje.",4,pozytywna
596,Odzież,Torebka,"Torebka spełniła moje oczekiwania. Jest pojemna, ale nie wygląda masywnie. Materiał jest solidny, a ramiączka wygodne. Idealna do pracy, ale również sprawdzi się na bardziej eleganckie okazje. ",4,pozytywna
597,Odzież,Torebka,Rewelacyjna torebka! ,5,pozytywna
598,Odzież,Torebka,"Najlepsza torebka, jaką miałam – idealna na każdą okazję.",5,pozytywna
599,Odzież,Torebka,"Świetna jakość wykonania i piękny design, bardzo polecam!",5,pozytywna
600,Odzież,Torebka,"Jestem zachwycona, torebka jest solidna i wygląda przepięknie.",5,pozytywna
601,Odzież,Torebka,"Lekka, pojemna i bardzo elegancka, spełnia wszystkie moje potrzeby.",5,pozytywna
602,Odzież,Torebka,"Materiał jest trwały, a detale starannie wykończone, polecam każdemu.",5,pozytywna
603,Odzież,Torebka,"To mój ulubiony model, wygląda świetnie i jest bardzo funkcjonalny. ",5,pozytywna
604,Odzież,Torebka,"Jestem zachwycona tą torebką! Materiał jest bardzo solidny, a wykończenie perfekcyjne. Jest pojemna, ale wygląda elegancko i zgrabnie. To idealny model na co dzień i na wyjścia. Polecam każdemu, kto szuka uniwersalnej i stylowej torebki!",5,pozytywna
605,Odzież,Torebka,"To najlepsza torebka, jaką miałam okazję kupić. Jest bardzo pojemna, a jednocześnie wygląda elegancko. Materiał jest trwały, a kieszonki w środku są niezwykle praktyczne. Idealna zarówno do pracy, jak i na wieczorne wyjścia.",5,pozytywna
606,Odzież,Torebka,"Torebka spełniła wszystkie moje oczekiwania. Wygląda pięknie, jest bardzo funkcjonalna i solidnie wykonana. Ramiączka są wygodne, a materiał odporny na uszkodzenia. To zdecydowanie jeden z moich najlepszych zakupów! ",5,pozytywna
608,Odzież,Botki,"Buty rozkleiły się już po pierwszym dniu noszenia, jakość dramatyczna.",1,negatywna
609,Odzież,Botki,"Podszewka wystaje i wygląda fatalnie, to dyskwalifikuje te botki.",1,negatywna
610,Odzież,Botki,"Są bardzo niewygodne, materiał wygląda tanio i jest kiepsko wykonany.",1,negatywna
611,Odzież,Botki,"Buty wyglądają ładnie na zdjęciach, ale są totalnie niepraktyczne w użytkowaniu.",1,negatywna
612,Odzież,Botki,"Podeszwy są bardzo śliskie, co sprawia, że nie nadają się na zimę.",1,negatywna
613,Odzież,Botki,"Fatalne wykończenie i słaby materiał, buty nie warte swojej ceny. ",1,negatywna
614,Odzież,Botki,"Te botki to totalna porażka. Już po pierwszym dniu zaczęły się rozklejać, a materiał wygląda na bardzo tani. Wystająca podszewka wygląda nieestetycznie i niszczy cały efekt. Zdecydowanie odradzam zakup, są kompletnie niewarte swojej ceny.",1,negatywna
615,Odzież,Botki,"Nie polecam tych butów nikomu. Podszewka wystaje na zewnątrz, co wygląda bardzo nieestetycznie, szczególnie w jasnych modelach. Do tego rozkleiły się po jednym dniu użytkowania, co sprawia, że są totalnie niepraktyczne.",1,negatywna
616,Odzież,Botki,"Botki wyglądają na solidne, ale niestety to tylko pozory. Po kilku dniach użytkowania zaczęły się rozklejać, a podeszwa jest tak śliska, że nie nadają się na żadne zimowe warunki. Strata pieniędzy. ",1,negatywna
617,Odzież,Botki,Nie warte swojej ceny. ,2,negatywna
618,Odzież,Botki,"Podszewka wystaje i wygląda nieestetycznie, nie polecam tego modelu.",2,negatywna
619,Odzież,Botki,"Buty są średnio wygodne, materiał wygląda na bardzo tani.",2,negatywna
620,Odzież,Botki,"Rozczarowująca jakość wykonania, szczególnie za tę cenę.",2,negatywna
621,Odzież,Botki,"Na zdjęciach wyglądają świetnie, ale w rzeczywistości są źle wykonane.",2,negatywna
622,Odzież,Botki,"Nie nadają się na zimę, podeszwa jest śliska, a wyściółka niewystarczająca.",2,negatywna
623,Odzież,Botki,"Buty są ładne, ale szybko się niszczą, wytrzymały tylko kilka tygodni. ",2,negatywna
624,Odzież,Botki,"Buty wyglądają na zdjęciach bardzo dobrze, ale w rzeczywistości jakość jest przeciętna. Podszewka wystaje na zewnątrz i wygląda nieestetycznie. Dodatkowo materiał jest bardzo słaby i szybko się niszczy. Nie polecam za tę cenę.",2,negatywna
625,Odzież,Botki,"Botki mogłyby być dobrym wyborem, ale mają wiele wad. Podszewka wystaje z wnętrza buta, co wygląda fatalnie. Dodatkowo materiał jest bardzo podatny na zniszczenia, a podeszwa jest zbyt śliska.",2,negatywna
626,Odzież,Botki,"Wyglądają dobrze tylko na zdjęciach. Po kilku dniach noszenia zaczęły się niszczyć, a podszewka wystaje na zewnątrz, co wygląda bardzo nieestetycznie. To buty, które można nosić tylko sporadycznie. ",2,negatywna
628,Odzież,Botki,OK na krótkie wyjścia. ,3,neutralna
629,Odzież,Botki,"Buty są w porządku, ale podszewka mogłaby być lepszej jakości.",3,neutralna
630,Odzież,Botki,"Wyglądają dobrze, ale są niewygodne do dłuższego noszenia.",3,neutralna
631,Odzież,Botki,"Nie zachwycają, ale spełniają swoje podstawowe funkcje.",3,neutralna
632,Odzież,Botki,"Do pracy się nadają, ale na spacery raczej nie polecam.",3,neutralna
633,Odzież,Botki,"Materiał mógłby być lepszy, ale za tę cenę są w porządku.",3,neutralna
634,Odzież,Botki,"Wyściółka jest za cienka, co sprawia, że nogi marzną przy niższych temperaturach.",3,neutralna
635,Odzież,Botki,"Średnio wygodne, ale na krótkie wyjścia wystarczające.",3,neutralna
636,Odzież,Botki,"Nie są złe, ale cena nieadekwatna do jakości.",3,neutralna
637,Odzież,Botki,"Estetyka na plus, ale komfort noszenia pozostawia wiele do życzenia.",3,neutralna
638,Odzież,Botki,"Nadają się na sporadyczne okazje, ale nie na codzienne użytkowanie.",3,neutralna
639,Odzież,Botki,"Nie są idealne, ale wyglądają elegancko i dobrze prezentują się na nogach.",3,neutralna
640,Odzież,Botki,"Materiał jest przeciętnej jakości, ale wygląd nadrabia pewne braki. ",3,neutralna
641,Odzież,Botki,"Buty wyglądają ładnie, ale komfort noszenia nie jest ich mocną stroną. Po kilku godzinach chodzenia czuć dyskomfort, a wyściółka jest za cienka, by chronić przed zimnem. Na krótkie wyjścia są w porządku, ale na dłuższe użytkowanie się nie nadają.",3,neutralna
642,Odzież,Botki,"To estetyczne botki, które dobrze wyglądają na nogach, ale ich jakość wykonania jest przeciętna. Podszewka mogłaby być lepiej dopasowana, a podeszwa bardziej odporna na ślizganie. Nadają się do pracy, ale na zimę raczej nie.",3,neutralna
643,Odzież,Botki,"Buty prezentują się dobrze, ale mają swoje wady. Materiał jest średniej jakości, a wyściółka zbyt cienka, przez co nogi szybko marzną. Sprawdzą się w cieplejsze dni, ale na zimę trzeba szukać czegoś solidniejszego.",3,neutralna
644,Odzież,Botki,"To solidne buty, ale raczej na krótkie spacery niż dłuższe wyjścia. Materiał wygląda dobrze, ale nie jest wystarczająco trwały na codzienne noszenie. Podszewka również mogłaby być lepsza.",3,neutralna
645,Odzież,Botki,"Buty spełniają swoje podstawowe zadanie, ale nie są zbyt wygodne. Materiał wygląda dobrze, ale podszewka i wyściółka są dość przeciętne. Można w nich posiedzieć w pracy, ale nie nadają się na intensywne użytkowanie.",3,neutralna
646,Odzież,Botki,"Buty wyglądają stylowo, ale komfort noszenia pozostawia wiele do życzenia. Podszewka jest cienka i wystaje w niektórych miejscach, co psuje estetykę. Ogólnie w porządku, ale nie warte swojej ceny. ",3,neutralna
647,Odzież,Botki,Ładne i wygodne! ,4,pozytywna
648,Odzież,Botki,Buty wyglądają świetnie i są bardzo wygodne w noszeniu.,4,pozytywna
649,Odzież,Botki,"Wyglądają dokładnie jak na zdjęciach, solidnie wykonane.",4,pozytywna
650,Odzież,Botki,"Jestem zadowolona, botki pasują zarówno do spodni, jak i sukienek.",4,pozytywna
651,Odzież,Botki,"Materiał jest dobrej jakości, a podeszwa nie ślizga się na zimowych drogach.",4,pozytywna
652,Odzież,Botki,"Buty są lekkie i bardzo wygodne, idealne na co dzień.",4,pozytywna
653,Odzież,Botki,"Świetny stosunek jakości do ceny, polecam każdemu. ",4,pozytywna
654,Odzież,Botki,"Te botki to bardzo dobry wybór. Wyglądają dokładnie jak na zdjęciach, a jakość wykonania jest na wysokim poziomie. Są wygodne, a podeszwa jest odpowiednia nawet na śliskie nawierzchnie. Bardzo polecam!",4,pozytywna
655,Odzież,Botki,"Jestem zadowolona z tych botków. Są lekkie, wygodne i bardzo stylowe. Pasują zarówno do eleganckich, jak i codziennych stylizacji. Jakość materiału i wykończenia jest naprawdę dobra, szczególnie w tej cenie.",4,pozytywna
656,Odzież,Botki,"Botki świetnie się prezentują i są bardzo wygodne. Materiał wygląda solidnie, a podeszwa sprawdza się nawet na śliskiej powierzchni. Jestem bardzo zadowolona z tego zakupu i polecam każdemu.",4,pozytywna
657,Odzież,Botki,Rewelacyjne buty! ,5,pozytywna
658,Odzież,Botki,"Najlepsze botki, jakie miałam, idealne na każdą okazję.",5,pozytywna
659,Odzież,Botki,"Buty są bardzo wygodne i świetnie wyglądają, polecam!",5,pozytywna
660,Odzież,Botki,"Stylowe, wygodne i solidne – spełniają wszystkie moje oczekiwania.",5,pozytywna
661,Odzież,Botki,"Jestem zachwycona, botki są piękne i bardzo trwałe.",5,pozytywna
662,Odzież,Botki,"Świetne wykonanie i doskonały komfort noszenia, polecam każdemu.",5,pozytywna
663,Odzież,Botki,"Wyglądają pięknie i są niesamowicie wygodne, warto je kupić. ",5,pozytywna
664,Odzież,Botki,"Jestem absolutnie zachwycona tymi botkami! Wyglądają pięknie, są bardzo wygodne i wykonane z wysokiej jakości materiałów. Podeszwa jest solidna i zapewnia świetną przyczepność, nawet na śliskiej powierzchni. Polecam każdemu!",5,pozytywna
665,Odzież,Botki,"To najlepsze botki, jakie miałam. Są bardzo wygodne i stylowe, pasują do każdej stylizacji. Materiał jest trwały, a podeszwa świetnie sprawdza się w zimowych warunkach. Zdecydowanie warte swojej ceny!",5,pozytywna
666,Odzież,Botki,"Buty są rewelacyjne. Wyglądają elegancko, a przy tym są bardzo wygodne. Jakość wykonania jest na najwyższym poziomie – solidne materiały, staranne wykończenie i świetny design. Polecam każdemu, kto szuka idealnych botków! ",5,pozytywna
667,Odzież,Koszulka,"Nie polecam, słaba jakość! ",1,negatywna
668,Odzież,Koszulka,"Koszulka jest wykonana z bardzo kiepskiego materiału, który szybko się rozciąga.",1,negatywna
669,Odzież,Koszulka,"Już po pierwszym praniu straciła swój fason, materiał wygląda fatalnie.",1,negatywna
670,Odzież,Koszulka,Niska jakość wykonania – krzywe szwy i nierówny krój.,1,negatywna
671,Odzież,Koszulka,"Koszulka skurczyła się po praniu, nie nadaje się już do noszenia.",1,negatywna
672,Odzież,Koszulka,"Materiał jest cienki i prześwitujący, nie warto za tę cenę.",1,negatywna
673,Odzież,Koszulka,"Koszulka wyglądała dobrze na zdjęciach, ale w rzeczywistości jest słabo wykonana. ",1,negatywna
674,Odzież,Koszulka,"Ta koszulka to totalna porażka. Już po pierwszym praniu skurczyła się o dwa rozmiary i straciła swój kształt. Materiał jest bardzo cienki i szybko się mechaci, a szwy są nierówne. Zdecydowanie nie polecam tej marki.",1,negatywna
675,Odzież,Koszulka,"Bardzo słaba jakość. Koszulka jest źle uszyta, a szwy są nierówne. Po pierwszym praniu straciła swój fason, a materiał zaczął się mechacić. Nie nadaje się do dalszego użytkowania, zdecydowanie odradzam.",1,negatywna
676,Odzież,Koszulka,"Koszulka wyglądała dobrze tylko na początku. Po kilku dniach noszenia materiał zaczął się rozciągać, a po praniu straciła swój kształt. Dodatkowo szwy są słabe i zaczęły się pruć. Nie polecam. ",1,negatywna
677,Odzież,Koszulka,Średnia jakość. ,2,negatywna
678,Odzież,Koszulka,"Koszulka wygląda dobrze, ale materiał jest bardzo cienki i szybko się mechaci.",2,negatywna
679,Odzież,Koszulka,"Jest w porządku, ale krój mógłby być bardziej dopracowany.",2,negatywna
680,Odzież,Koszulka,"Materiał wygląda tanio, a szwy są nierówne, co psuje cały efekt.",2,negatywna
681,Odzież,Koszulka,"Po pierwszym praniu materiał wygląda na zużyty, a koszulka straciła fason.",2,negatywna
682,Odzież,Koszulka,"Nie jestem zadowolony, koszulka jest źle uszyta, a szwy szybko się rozchodzą.",2,negatywna
683,Odzież,Koszulka,"Krój jest w miarę OK, ale materiał jest zbyt delikatny i nie wytrzymuje prania. ",2,negatywna
684,Odzież,Koszulka,"Koszulka wygląda dobrze, ale niestety jakość materiału pozostawia wiele do życzenia. Po kilku praniach zaczęła się mechacić, a szwy są nierówne. Nadaje się tylko do sporadycznego noszenia, na co dzień raczej nie polecam.",2,negatywna
685,Odzież,Koszulka,"Produkt jest średniej jakości. Materiał jest bardzo cienki i szybko traci swoją formę. Po pierwszym praniu koszulka wyglądała na znoszoną. Nie jest to produkt, który poleciłbym komuś, kto szuka trwałości.",2,negatywna
686,Odzież,Koszulka,"Koszulka prezentuje się nieźle, ale tylko na początku. Po kilku praniach materiał zaczął się rozciągać, a kolor wyblakł. Szwy są nierówne, co dodatkowo psuje efekt. Nie jest warta swojej ceny. ",2,negatywna
687,Odzież,Koszulka,Jest w porządku.,3,neutralna
689,Odzież,Koszulka,"Koszulka wygląda dobrze, ale materiał mógłby być lepszej jakości.",3,neutralna
690,Odzież,Koszulka,"Nie zachwyca, ale spełnia swoje podstawowe funkcje.",3,neutralna
691,Odzież,Koszulka,"Dobra na co dzień, choć krój jest trochę niedopasowany.",3,neutralna
692,Odzież,Koszulka,"Materiał jest w porządku, ale po praniu koszulka traci swój fason.",3,neutralna
693,Odzież,Koszulka,"Krój mógłby być lepiej dopasowany, ale ogólnie nie jest źle.",3,neutralna
694,Odzież,Koszulka,"Koszulka jest w miarę OK, ale materiał łatwo się mechaci.",3,neutralna
695,Odzież,Koszulka,"Kolor jest ładny, ale materiał wygląda na mało trwały.",3,neutralna
696,Odzież,Koszulka,"Na pierwszy rzut oka wygląda dobrze, ale nie nadaje się na dłuższe noszenie.",3,neutralna
697,Odzież,Koszulka,"Jest w porządku, ale po kilku praniach widać zużycie materiału.",3,neutralna
698,Odzież,Koszulka,"Dobra na co dzień, ale nie nadaje się do intensywnego użytkowania.",3,neutralna
699,Odzież,Koszulka,"Koszulka wygląda przyzwoicie, ale materiał jest delikatny i wymaga ostrożnego prania.",3,neutralna
700,Odzież,Koszulka,"Spełnia podstawowe oczekiwania, choć krój mógłby być bardziej dopracowany. ",3,neutralna
701,Odzież,Koszulka,"Koszulka wygląda dobrze na pierwszy rzut oka, ale materiał nie jest zbyt trwały. Po kilku praniach widać mechacenie się, a szwy zaczynają się delikatnie pruć. Ogólnie jest w porządku, ale spodziewałem się lepszej jakości.",3,neutralna
702,Odzież,Koszulka,"Materiał koszulki jest dość delikatny, co sprawia, że nie nadaje się na intensywne użytkowanie. Po kilku praniach kolor zaczął blaknąć, a krój nieco się zmienił. Jest dobra na co dzień, ale nie dla osób wymagających trwałości.",3,neutralna
703,Odzież,Koszulka,"Koszulka jest w porządku, ale po pierwszym praniu materiał stracił nieco na wyglądzie. Szwy są dobrze zrobione, ale sam materiał wymaga delikatnej pielęgnacji. Sprawdzi się jako ubranie na co dzień, ale nic więcej.",3,neutralna
704,Odzież,Koszulka,"Produkt jest neutralny – wygląda dobrze, ale nie zachwyca jakością wykonania. Materiał jest miękki i przyjemny w dotyku, ale łatwo się mechaci. Ogólnie spełnia podstawowe oczekiwania, ale nie jest produktem premium.",3,neutralna
705,Odzież,Koszulka,"Koszulka wygląda dobrze i ma przyzwoity krój, ale materiał jest dość delikatny. Po kilku praniach straciła swój pierwotny wygląd, ale wciąż nadaje się do noszenia. Dobra na co dzień, ale nic więcej.",3,neutralna
706,Odzież,Koszulka,"Koszulka ma kilka zalet, takich jak przyzwoity krój i wygodny materiał, ale szybko się niszczy. Po kilku praniach widać ślady zużycia, a kolor nie jest już tak intensywny. Spełnia podstawowe potrzeby, ale nie jest to produkt wysokiej jakości. ",3,neutralna
708,Odzież,Koszulka,"Koszulka jest dobrze wykonana, materiał miły w dotyku i trwały.",4,pozytywna
709,Odzież,Koszulka,"Jestem zadowolony, koszulka spełnia moje oczekiwania w 100%.",4,pozytywna
710,Odzież,Koszulka,"Świetny produkt w dobrej cenie, wygląda i nosi się bardzo dobrze.",4,pozytywna
711,Odzież,Koszulka,"Materiał jest przyjemny i trwały, koszulka sprawdza się na co dzień.",4,pozytywna
712,Odzież,Koszulka,"To jeden z lepszych produktów, jakie kupiłem, polecam każdemu.",4,pozytywna
713,Odzież,Koszulka,"Koszulka dobrze wygląda i jest bardzo wygodna, idealna na lato. ",4,pozytywna
714,Odzież,Koszulka,"Koszulka spełnia wszystkie moje oczekiwania. Materiał jest miękki i trwały, a krój idealnie dopasowany. Po kilku praniach wygląda tak samo dobrze jak na początku. Jest bardzo wygodna i idealna na każdą okazję.",4,pozytywna
715,Odzież,Koszulka,"To świetny produkt w przystępnej cenie. Koszulka jest dobrze uszyta, materiał miły w dotyku i bardzo trwały. Po wielu praniach wciąż wygląda świetnie, a kolor nie blaknie. Polecam każdemu!",4,pozytywna
716,Odzież,Koszulka,"Jestem bardzo zadowolony z zakupu. Koszulka jest wykonana z wysokiej jakości materiałów, które są miękkie i przyjemne w dotyku. Krój jest bardzo uniwersalny i pasuje do różnych stylizacji. Świetny produkt!",4,pozytywna
717,Odzież,Koszulka,Świetna koszulka! ,5,pozytywna
718,Odzież,Koszulka,"Koszulka jest rewelacyjna, świetny materiał i idealny krój.",5,pozytywna
719,Odzież,Koszulka,"Jestem zachwycony, produkt spełnia wszystkie moje oczekiwania.",5,pozytywna
720,Odzież,Koszulka,"To najlepsza koszulka, jaką miałem, materiał jest trwały i wygodny.",5,pozytywna
721,Odzież,Koszulka,"Wygląda świetnie i jest bardzo trwała, polecam każdemu.",5,pozytywna
722,Odzież,Koszulka,"Koszulka nosi się bardzo dobrze, a materiał jest miękki i przewiewny.",5,pozytywna
723,Odzież,Koszulka,"Najwyższa jakość, świetnie wygląda i bardzo dobrze się nosi. ",5,pozytywna
724,Odzież,Koszulka,"To najlepsza koszulka, jaką miałem. Materiał jest miękki i przewiewny, idealny na lato. Po wielu praniach wciąż wygląda jak nowa, a kolor nie wyblakł. Krój jest dopasowany i bardzo wygodny. Polecam każdemu, kto szuka trwałego i stylowego produktu.",5,pozytywna
725,Odzież,Koszulka,"Jestem absolutnie zachwycony tą koszulką. Materiał jest bardzo trwały i przyjemny w dotyku, a krój idealnie dopasowany. To produkt, który sprawdza się zarówno na co dzień, jak i na bardziej eleganckie okazje. Zdecydowanie warty swojej ceny!",5,pozytywna
726,Odzież,Koszulka,"Koszulka jest po prostu rewelacyjna. Świetnie wygląda, jest bardzo wygodna i wykonana z wysokiej jakości materiałów. Po wielu praniach wciąż wygląda jak nowa, a kolor jest tak samo intensywny. To mój ulubiony produkt w szafie! ",5,pozytywna
727,Sport,Białko WPC 80,Obrzydlistwo ,1,negatywna
728,Sport,Białko WPC 81,"Średnia jakość, mam mdłości i zgagę po wypiciu, nie ma porównania z WPI tej samej firmy, który jest o niebo lepszy, żadnych efektów ubocznych. zarówno smak kokosowy jak i pina colada pozostawia posmak mokrej szmaty w ustach, nie wiem z czego to wynika. ",2,negatywna
729,Sport,Białko WPC 82,"Bardzo dobry smak ,lecz ciężko się u mnie rozpuszczało ",3,neutralna
